1,https://youtu.be/5jzchxfzF28,edited
2,https://youtu.be/pzqD7SZoZcQ,edited
3,https://youtu.be/llfZYq7NwI0
4,https://youtu.be/dJp_apuj0Kw
5,https://youtu.be/gVmZoLJtGZo
6,https://youtu.be/iEZcqjtmLKw
7,https://youtu.be/nwEyiBWVCUo
8,https://youtu.be/wQGtFl-Z9js
9,https://youtu.be/iS7HcBo1XE0
10,https://youtu.be/Ztr8U2QJbT4
11,https://youtu.be/nBvBFKfW4QQ
12,https://youtu.be/kTtjHw-y3hU
13,https://youtu.be/ZxyxFKWRSl0
14,https://youtu.be/SdnDkIFg6FY
15,https://youtu.be/vTVN0Xq1PW8
16,https://youtu.be/9qIw6aBHcGY
17,https://youtu.be/8lUzTVehn1c
18,https://youtu.be/jgEQmfs9-yw
19,https://youtu.be/tx7MdEg3_Kc
20,https://youtu.be/nitLy_MTI1g
21,https://youtu.be/nSFXmqyCmRw
22,https://youtu.be/QNZAyK7JAQY
23,https://youtu.be/56MvgQG2aoo
24,https://youtu.be/kcRw-gVVOrA
25,https://youtu.be/MtoBNgX4t30
26,https://youtu.be/UqV6B4YLzck
27,https://youtu.be/2u7Z8psIs7Q
28,https://youtu.be/qjWlw7c48gE
29,https://youtu.be/gbDt60vu1NA
30,https://youtu.be/A1_I3RO6Brc
31,https://youtu.be/7cNEyw2Ysco
32,https://youtu.be/E0iQCMnFBw8
33,https://youtu.be/BEOIUrQqRcY
34,https://youtu.be/bapl1cYL0TY
35,https://youtu.be/FbE73YqNU4E
36,https://youtu.be/Fs5hby30V0E
37,https://youtu.be/AtKpiVIGn44
38,https://youtu.be/fQgnQY1cFM4
39,https://youtu.be/Dl_Nb3t2mGk
40,https://youtu.be/3WauV0bWn_A
41,https://youtu.be/2mY2xqmZgFg
42,https://youtu.be/fQau6WxR0wk
43,https://youtu.be/Ia4n9MAcgAw
44,https://youtu.be/y4Qht_PmCN4
45,https://youtu.be/KaUeO0iAcro
46,https://youtu.be/8-uFC8QDecM
47,https://youtu.be/pQZLo10LD2k
48,https://youtu.be/afuspIt-Y1c
49,https://youtu.be/8tprW3zXDKE
50,https://youtu.be/T0AsNu5zeQ4
51,https://youtu.be/9Rx3GWIRAbo
52,https://youtu.be/BEC5if4pEOg
53,https://youtu.be/xbu8q_g9gpQ
54,https://youtu.be/fvhHQ0tW7Do
55,https://youtu.be/8HVHKOdTXWM
56,https://youtu.be/CbSFDy6pRjc
57,https://youtu.be/6QifSn9vN1A
58,https://youtu.be/q8hJ62Xnh_Y
59,https://youtu.be/N7McstGLR5M
60,https://youtu.be/WqINAm6eiDM
61,https://youtu.be/8lMKOWyu61o
62,https://youtu.be/miOqRvgdeRI
63,https://youtu.be/JXUvxDD1xIg
64,https://youtu.be/iyQFOQz9yZs
65,https://youtu.be/xd2ARfCbWww
66,https://youtu.be/RWNURQn8Qf8
67,https://youtu.be/MfAEh96pf04
68,https://youtu.be/O1x2exGV0Uk
69,https://youtu.be/xRJfACKPyvU
70,https://youtu.be/Oj4JHi5dI6U
71,https://youtu.be/yDerc2N9KCk
72,https://youtu.be/1lXmovrGXlw
73,https://youtu.be/TZ8iYGNYNFs
74,https://youtu.be/7FvYPYtUjeI
75,https://youtu.be/fbeUkT6QG1s
76,https://youtu.be/0ji26ialG-0
77,https://youtu.be/ztMyJl-j-20
78,https://youtu.be/X8z4Y2TLAhA
79,https://youtu.be/he38haRjJDA
80,https://youtu.be/Wi_UP5NfDMY
81,https://youtu.be/7ZTgz_k9TJ8
82,https://youtu.be/uDWDjlO3ze0
83,https://youtu.be/bPRzmFDMrKA
84,None
85,https://youtu.be/AdfCfzXxjIg
86,https://youtu.be/POEMlqoPBu0
87,https://youtu.be/SOEa6O9XXNw
88,https://youtu.be/fPL8Iq1NKCo
89,https://youtu.be/ih4uNAK1wR8
90,none
91,https://youtu.be/EV-FR4GhBYU
92,none
93,https://youtu.be/lvzNeYlya-o
94,https://youtu.be/IouDsYuiFfY
95,https://youtu.be/qZJdClFgkX0
96,https://youtu.be/-L9ql5HdTm4
97,https://youtu.be/uswG5sZ5IeM
98,https://youtu.be/LMioI22Qv24
99,https://youtu.be/cff_kGAjrio
100,https://youtu.be/eoI8Wwj14OY
101,https://youtu.be/W1f7bDVdi6E
102,https://youtu.be/1EV6y3EDynE
103,https://youtu.be/jR1umhFtQJw
104,https://youtu.be/xrMDoommKro
105,https://youtu.be/LjqoRQFhank
106,https://youtu.be/Osn0wXrd3tE
107,https://youtu.be/6o6cv-UJyso
108,https://youtu.be/WhtayQ5N_FU
109,https://youtu.be/y1B2a3p1NFs
110,https://youtu.be/640YkmHuMiw
111,https://youtu.be/LFEGrkZi020
112,https://youtu.be/qyPg35mbuCw
113,https://youtu.be/TUPDMZOZjok
114,https://youtu.be/_k6vqA9bmTo
115,https://youtu.be/PYRK_7P-Vac,mar2
116,https://youtu.be/i1yI9p2oM_o
117,https://youtu.be/_LXQ4Rj8z1k
118,https://youtu.be/mCRHlVmRsoM
119,https://youtu.be/lifgmZbFc78
120,https://youtu.be/mUovfcdEFg8
121,https://youtu.be/AWNG5Yx31Qg,trimmed,startHere
122,https://youtu.be/GON7q0vDqqk,trimmed,strauss
123,https://youtu.be/H4BLpOCwIJo,trimmed,strauss
124,https://youtu.be/MwGU-LPT2kM,trimmed,strauss
125,none
126,https://youtu.be/jDRaw7bOtV4,trimmed,strauss
127,https://youtu.be/4L8JEfHiQX4,trimmed,strauss
128,https://youtu.be/7D5bEYmOu_s,trimmed,strauss
129,https://youtu.be/OXECUjIR0AU,trimmed
130,https://youtu.be/-8vEnvKzJ84,trimmed,strauss
131,https://youtu.be/sJZM4CX5gSk,trimmed,strauss
132,https://youtu.be/gjoVB7_UGOM,trimmed,strauss
133,https://youtu.be/39-SHjXsNgA,trimmed,strauss
134,https://youtu.be/3uZKuU7Fp7g,trimmed,strauss
135,https://youtu.be/-6_5b4jhNSU,trimmed
136,https://youtu.be/GzUBxs_Ipx0,trimmed,strauss
137,none
138,none
139,none
140,none
141,none
142,none
143,none
144,none
145,https://youtu.be/8Sk70kMQFR0,good
146,https://youtu.be/Nb1BdFZR1SM
147,https://youtu.be/_CRpdcoQoZQ
148,https://youtu.be/3vx862aJIds
149,https://youtu.be/IS3MlBWN8Gg
150,https://youtu.be/CyjhtGwUzrE
151,https://youtu.be/sAzkih-f5zc
152,none
153,https://youtu.be/hLO_XA8o--c
154,https://youtu.be/CjGensU6RGU
155,https://youtu.be/rgpD_f7FlPU
156,https://youtu.be/sHuU9CaWEZc
157,https://youtu.be/Uw5PewrWYH0
158,https://youtu.be/f_lQyr2cjBs
159,https://youtu.be/-BHEaxcUr5o
160,https://youtu.be/vKzLvwH4wfo
161,https://youtu.be/iFkeQo8ctAI
162,https://youtu.be/PGPKoixOo6A
163,https://youtu.be/I4X0ErjhHDA
164,https://youtu.be/phQKbKNKIco
165,https://youtu.be/KuEO4vgBU3U
166,https://youtu.be/AUZoGkOB7PI
167,https://youtu.be/fhJMQ8CiWzk
168,https://youtu.be/ksjOkb6iceM
169,https://youtu.be/ll3KKDayPyE
170,https://youtu.be/1093E126ZWI
171,https://youtu.be/IOBNov449C4
172,https://youtu.be/hQzgWf7W7r4
173,https://youtu.be/-4VHexEX2uA
174,https://youtu.be/SC3rkCEEifM
175,https://youtu.be/vdvwYSGtSRo
176,https://youtu.be/WKJgmUMhmvI
177,https://youtu.be/3kODoRraW-w
178,https://youtu.be/4ChiOpuSwv8
179,https://youtu.be/vdCV8ybSu9U
180,https://youtu.be/v7r_SNgDr58
181,https://youtu.be/9R5slPtJCWk
182,https://youtu.be/oO5weG5maDk
183,https://youtu.be/vGYdYFtkiik
184,https://youtu.be/w0-XYgO7yVU
185,https://youtu.be/4RKQ7O5HNi8
186,https://youtu.be/2Zd5Oj_adxg
187,https://youtu.be/k-C2Mashn5k
188,https://youtu.be/XZL_shmJJfU
189,https://youtu.be/uh7Y3X8twKk
190,https://youtu.be/MtwlKL3kuCA
191,https://youtu.be/XPADDuHFswI
192,https://youtu.be/BLY7afuQa10
193,https://youtu.be/FoUgCfprXRs
194,https://youtu.be/wXMRx5eJXSE
195,https://youtu.be/y6dIMcnGepM
196,https://youtu.be/S9xBVmOuu0I
197,https://youtu.be/HMmJifpqomw
198,https://youtu.be/ZReW1YtBH5Q
199,https://youtu.be/PR7ZTqBysmI
200,none
201,none
202,none
203,none
204,none
205,none
206,none
207,none
208,none
209,none
210,https://youtu.be/0vfGd8BGAb4
211,https://youtu.be/uQpNSj5HCD8
212,https://youtu.be/pvr2vDfi3po
213,https://youtu.be/IFRfJvZA0CE
214,https://youtu.be/Dm1mxwgSlEo
215,https://youtu.be/6NslxWbBatw
216,https://youtu.be/aAvbYKR34vE
217,https://youtu.be/MdnQJt13GZE
218,https://youtu.be/1ILhABn28So
219,https://youtu.be/kEOdK8vyIl4
220,https://youtu.be/5MlcVONeoz4
221,https://youtu.be/73tdnmI2ZpM
222,https://youtu.be/2OepUZbyXQA
223,https://youtu.be/o5-ot4_ETcA
224,https://youtu.be/cF1uoRiS-EY
225,https://youtu.be/dhtqgSKd4vA
226,https://youtu.be/NwQND1Ft_Q8
227,https://youtu.be/XAmPoFeMsFQ
228,https://youtu.be/7Y2Oi5aUok8
229,https://youtu.be/CgJ5mdR69Vw
230,https://youtu.be/aSdVghYeUMk
231,https://youtu.be/p7z7GR36h2s
232,https://youtu.be/ezYXzpMMsIA
233,https://youtu.be/Kny0K-dtCBY
234,https://youtu.be/7IMvTRTTHAI
235,https://youtu.be/IE5JlmgbknE